# NHTSA vPIC World Manufacturer Identifier table, retrieved 2026-09-21.
# Regenerate with: go run ./tools/wmi-import
# Left out because they cannot appear in a VIN: 1OY, 4OG
wmi,manufacturer_id,manufacturer,make,vehicle_type,country
3M9082,15205,MICHAEL LOEWEN REIMER DBA LOMAR INDUSTRY,,Trailer,MEXICO
3M9084,15203,MAXXIM INDUSTRIES II S. DE R.L DE C.V.,,Trailer,MEXICO
3M9087,18528,MEGA TRANSPORTACIONES S DE RL DE CV,,Trailer,MEXICO
3M9093,22001,MM CARROCERIAS S.A. DE C.V.,,Trailer,
3M9099,20833,MFG TRAILERS Y TANKES BARAK S.A DE C.V,,Trailer,MEXICO
3M9102,22977,"MAQUINAS Y CARROCERIAS DE LA PIEDAD, S.A. DE C.V.",,Trailer,MEXICO
3MA,979,"FORD MOTOR COMPANY, MEXICO",MERCURY,Passenger Car,MEXICO
3MD,1083,MAZDA MOTOR MANUFACTURING DE MEXICO S.A. DE C.V.,MAZDA,Passenger Car,MEXICO
3ME,979,"FORD MOTOR COMPANY, MEXICO",MERCURY,Passenger Car,MEXICO
3MF,966,BMW AG,BMW,Passenger Car,GERMANY
3MV,1083,MAZDA MOTOR MANUFACTURING DE MEXICO S.A. DE C.V.,MAZDA,Multipurpose Passenger Vehicle (MPV),MEXICO
3MW,966,BMW AG,BMW,Passenger Car,GERMANY
3MY,1083,MAZDA MOTOR MANUFACTURING DE MEXICO S.A. DE C.V.,TOYOTA,Passenger Car,MEXICO
3MZ,1083,MAZDA MOTOR MANUFACTURING DE MEXICO S.A. DE C.V.,MAZDA,Passenger Car,MEXICO
3N1,999,"NISSAN MEXICANA, S.A. DE C.V.","NISSAN, INFINITI",Passenger Car,MEXICO
3N6,999,"NISSAN MEXICANA, S.A. DE C.V.","CHEVROLET, NISSAN, INFINITI",Truck,MEXICO
3N8,999,"NISSAN MEXICANA, S.A. DE C.V.",NISSAN,Multipurpose Passenger Vehicle (MPV),MEXICO
3N9001,17100,NACIONAL DE CARROCERIAS SA DE CV,,Trailer,MEXICO
3N9005,7299,"NORTH AMERICAN TRAILER, S.A. DE C.V.",,Trailer,UNITED STATES (USA)
3N9018,25276,NADISER S.A. DE C.V.,,Trailer,
3NE,1132,POLARIS INDUSTRIES INC.,POLARIS,Motorcycle,MEXICO
3NG,22309,METALIUM INDUSTRIES S. DE R.L. DE C.V.,METALIUM INDUSTRIES,Trailer,MEXICO
3NK,15763,KENWORTH MEXICANA SA DE CV,KENWORTH,Incomplete Vehicle,MEXICO
3NM,15763,KENWORTH MEXICANA SA DE CV,KENWORTH,Truck,
3NS,1132,POLARIS INDUSTRIES INC.,POLARIS,Motorcycle,MEXICO
3NT,23483,IVAN NEUFELD TEICHROEB,IRON STAR(IVAN NEUFELD TEICHROEB),Trailer,
3P3,1002,CHRYSLER DE MEXICO TOLUCA,PLYMOUTH,Passenger Car,MEXICO
3P4,1002,CHRYSLER DE MEXICO TOLUCA,PLYMOUTH,Multipurpose Passenger Vehicle (MPV),MEXICO
3P5,1002,CHRYSLER DE MEXICO TOLUCA,PLYMOUTH,Bus,MEXICO
3P6,1002,CHRYSLER DE MEXICO TOLUCA,PLYMOUTH,Incomplete Vehicle,MEXICO
3P7,1002,CHRYSLER DE MEXICO TOLUCA,PLYMOUTH,Truck,MEXICO
3P9000,11213,OPERBUS S.A. DE C.V.,,Trailer,UNITED STATES (USA)
3P9026,14211,"PRODUCTOS Y SERVICIOS REGGER, S.A. DE C.V.",,Trailer,MEXICO
3P9033,14286,PROFAB MEX SA. DE CV.,,Trailer,MEXICO
3P9034,6355,PURO REMOLQUE S.A. DE C.V.,,Trailer,MEXICO
3P9037,17688,PETER BLATZ KRAHN,,Trailer,MEXICO
3P9038,14842,"PRO FAB US, S.A. DE C.V.",,Trailer,MEXICO
3P9043,20937,PETERS MANUFACTURING S.A. DE C.V.,,Trailer,
3P9046,21032,PROFOOD AND WHEELS,,Trailer,MEXICO
3P9047,21408,CAMEX BY PROMOTORA INDUSTRIAL DE  DESARRLLO S.A. DE C.V.,,Trailer,
3PB,11213,OPERBUS S.A. DE C.V.,OPERBUS S.A DE C.V.,Trailer,
3PC,997,"NISSAN NORTH AMERICA, INC.","NISSAN, INFINITI",Multipurpose Passenger Vehicle (MPV),MEXICO
3PE,11213,OPERBUS S.A. DE C.V.,OPERBUS S.A DE C.V.,Trailer,
3PM,24319,"PRODUCTORA DE MATERIALES TECNICOS, S.A. DE C.V.",PROMATEC,Trailer,MEXICO
3PT,14103,"INDUSTRIAS PRO ACERO MONTERREY, S.A. DE C.V.",CARMEX,Trailer,MEXICO
3R9001,7295,"RETESA REMOLQUES, TANQUES Y EQUIPOS, S.A. DE C.V.",,Trailer,MEXICO
3R9014,22748,"REMOLQUES Y ADAPTACIONES MONTERREY, SA DE CV",,Trailer,
3R9038,13800,REMOLQUES NARIZON,,Trailer,MEXICO
3R9050,21507,REMOLQUES JARSA S.A. DE C.V.,,Trailer,
3R9075,14260,RICCO TRAILERS S.A. DE C.V.,,Trailer,MEXICO
3R9116,22909,JEGA TRAILERS DE MEXICO SA DE CV,,Trailer,MEXICO
3R9173,11852,"REDMAN MANUFACTURAS, S.A. DE C.V.",,Trailer,MEXICO
3R9178,21382,RODOLFO ANTONIO PULIDO BARAJAS,,Trailer,
3R9191,22547,REMOLQUES FUERTEC S. DE R.L. DE C.V.,,Trailer,MEXICO
3R9202,17123,RAWMAXX S.A. DE C.V.,,Trailer,MEXICO
3R9218,23047,"REFACCIONES Y REMOLQUES VENPOL, S.A. DE C.V.",,Trailer,MEXICO
3R9225,23543,CORVEL FOOD TRAILERS,,Trailer,MEXICO
3R9227,23498,RS UNIVERSAL MANUFACTURA,,Trailer,
3R9233,25903,ANGEL RUBEN AGUILAR ENRIQUEZ,,Trailer,
3RC,24318,REMOLQUES Y CARROCERIAS CRUZ S.A. DE C.V.,ZURC TRAILERS,Trailer,MEXICO
3S9019,18572,JOSE RAMIRO BARRERA AGUIRRE,,Trailer,MEXICO
3S9032,20881,SR NURDIN JULIAN RAMIREZ,,Trailer,MEXICO
3S9078,6321,STRUK AUTO TRANSPORTE SA DE CV,,Trailer,MEXICO
3S9088,14209,"SILOS Y TANQUES GONZALEZ, S.A. DE C.V.",,Trailer,MEXICO
3S9092,7512,SEMIREMOLQUES EL PUMA S.A. DE. C.V.,,Trailer,UNITED STATES (USA)
3S9097,14898,"SEMIREMOLQUES EL PAISANO, S.A. DE C.V.",,Trailer,UNITED STATES (USA)
3S9100,22067,SULTANA CARROCERIAS S.A. DE C.V.,,Trailer,
3S9103,20829,SUSANA NEUFELD KNELSEN DBA NEKS,,Trailer,MEXICO
3S9104,15098,SERVICIOS INDUSTRIALES GONZALEZ S.A. DE C.V.,,Trailer,MEXICO
3S9115,19944,SOLALSA S. DE R.L. DE C.V.,,Trailer,MEXICO
3S9118,20857,SUSANA FAST KLASSEN,,Trailer,
3S9120,21965,SPECIALIZED TRAILERS SA DE CV,,Trailer,MEXICO
3S9121,20944,SERVICIOS Y MANUFACTURAS AHGO SA DE CV,,Trailer,MEXICO
3S9123,23631,SUMACORTEC S.A. DE C.V.,,Trailer,
3S9124,22291,SANDRA DAVALOS SANCHEZ,,Trailer,
3S9127,23100,"SERVICIOS DE FABRICACION LEM, S. DE R.L. DE C.V.",,Trailer,MEXICO
3S9129,14328,"SVIFFLUG, S. DE R.L. DE C.V.",,Trailer,MEXICO
3S9132,22884,SONIA GUADALUPE RENDON MIRELES,,Trailer,MEXICO
3S9133,23343,STEEL X METAL TRANSFORMATION S DE RL MI,,Trailer,MEXICO
3S9134,23566,ST REMOLQUES S.A. DE C.V.,,Trailer,MEXICO
3S9136,23972,SINER AG,,Trailer,MEXICO
3SD,2496,STERLING TRUCKS (DAIMLER DIVISION),STERLING TRUCK,Truck,MEXICO
3T1,14248,TRAILERS Y TANQUES DE ALUMINIO S.A. DE C.V.,"TYTAL, TYTANK",Trailer,MEXICO
3T9014,6066,"TALLERES DE LA GARZA, S.A. DE C.V.",,Trailer,MEXICO
3T9021,11589,"TALLERES LOZANO, S.A. DE C.V.",,Trailer,MEXICO
3T9026,6319,TANQUES Y EQUIPOS INDUSTRIALES S.A DE C.V.,,Trailer,MEXICO
3T9049,2303,"TRINITY INDUSTRIES, INC.",,Trailer,MEXICO
3T9054,14340,"TRACTOREMOLQUES Y ADAPTACIONES, SA DE CV",,Trailer,MEXICO
3T9055,22354,TRAYLFER S.A. DE C.V.,,Trailer,
3T9064,9736,TAVASCI REMOLQUES Y MANUFATURAS METALICAS,,Trailer,MEXICO
3T9081,14214,"TANQUES Y REMOLQUES SILMEX, S.A. DE C.V.",,Trailer,MEXICO
3T9120,20879,"TRACTOCAMIONES Y CARROCERIAS ""REMADA""",,Trailer,MEXICO
3T9138,14547,"T&R TALLERES, S.A. DE C.V.",,Trailer,MEXICO
3T9179,10736,TRAILERS TANDEMS Y MAQUINAS S.A. DE C.V.,,Trailer,UNITED STATES (USA)
3T9180,19196,TMI TRAILER MECHANIC INTERNATIONAL S.A DE C.V.,,Trailer,MEXICO
3T9200,6068,TANQUES Y REMOLQUES CENTAURO S.A. DE C.V.,,Trailer,MEXICO
3T9205,17690,TANQUES DE ACERO DEL BRAVO S.A. DE C.V.,,Trailer,MEXICO
3T9206,14210,"TANQUES Y REMOLQUES SOL, S.A. DE C.V.",,Trailer,MEXICO
3T9208,11947,TRACTO DE MONTERREY Y ASOCIADOS SA DE CV,,Trailer,MEXICO
3T9209,19290,TRANSFORMACION Y TRANSPORTE SA DE CV,,Trailer,MEXICO
3T9210,14454,TRIGO SELECT PREFABRICADOS S. DE R.L. DE C.V.,,Trailer,MEXICO
3T9227,19010,"TANQUES Y REMOLQUES GUERRA, SA DE CV",,Trailer,MEXICO
3T9251,21964,TRAILER SHOP S.A. DE C.V.,,Trailer,MEXICO
3T9252,20366,TGC MANUFACTURING SA DE CV,,Trailer,MEXICO
3T9253,21556,TARENO SA DE CV,,Trailer,
3T9254,22102,TTNMX S. DE R.L. DE C.V..,,Trailer,
3TH,22283,"INLAND TRAILER, S. DE R.L. DE C.V.",INLAND TRAILER,Trailer,MEXICO
3TK,13498,TRAIL KING INDUSTRIES,TRAIL KING INDUSTRIES,Trailer,MEXICO
3TM,1059,TOYOTA MOTOR MFG DE BAJA CALIFORNIA S DE RL DE CV,TOYOTA,Truck,MEXICO
3TY,19521,TOYOTA MOTOR MANUFACTURING DE GUANAJUATO,TOYOTA,Truck,MEXICO
3TZ,23032,"TALLERES ZUBIRIA, S.A. DE C.V.",ZUBIRIA,Trailer,MEXICO
3U9009,22555,ULTRA LEASE S. DE R.L. DE C.V.,,Trailer,MEXICO
3UT,10289,UTILITY TRAILER MANUFACTURING COMPANY,UTILITY TRAILER MANUFACTURER,Trailer,MEXICO
3V3,22888,VEQOR S.A. DE C.V.,VEQOR,Trailer,MEXICO
3V4,25481,"VOLVO GROUP OPERATIONS MEXICO, S.A. DE C.V.",VOLVO TRUCK,Truck,MEXICO
3V6,25481,"VOLVO GROUP OPERATIONS MEXICO, S.A. DE C.V.",VOLVO TRUCK,Incomplete Vehicle,MEXICO
3V9021,17971,VIMAR TRAILERS,,Trailer,MEXICO
3V9026,21052,VERONICA ALFARO SEGOVIA,,Trailer,MEXICO
3VD,15365,TECNICA AUTOMOTRIZ DEL NOROESTE SA,TANSA,Trailer,MEXICO
3VV,16478,VOLKSWAGEN DE MEXICO SA DE CV,VOLKSWAGEN,Multipurpose Passenger Vehicle (MPV),MEXICO
3VW,16478,VOLKSWAGEN DE MEXICO SA DE CV,VOLKSWAGEN,Passenger Car,MEXICO
3W1,22003,"WEST VALLEY, S.A. DE C.V.",WEST VALLEY MANUFACTURING,Trailer,
3WK,1032,KENWORTH TRUCK COMPANY,KENWORTH,Truck,MEXICO
3WM,15763,KENWORTH MEXICANA SA DE CV,KENWORTH,Truck,MEXICO
3WP,1033,PETERBILT MOTORS COMPANY,PETERBILT,Truck,MEXICO
3X1,25481,"VOLVO GROUP OPERATIONS MEXICO, S.A. DE C.V.",MACK,Truck,MEXICO
3X2,25481,"VOLVO GROUP OPERATIONS MEXICO, S.A. DE C.V.",MACK,Incomplete Vehicle,MEXICO
3XK,15763,KENWORTH MEXICANA SA DE CV,KENWORTH,Truck,MEXICO
401,18318,THE SCOTTY COMPANY,THE SCOTTY COMPANY,Trailer,UNITED STATES (USA)
405,12546,ESCORT TRAILER CORPORATION,ESCORT TRAILER CORP.,Trailer,UNITED STATES (USA)
406,17985,R AND S TRAILERS INC.,R AND S TRAILERS INC.,Trailer,UNITED STATES (USA)
407,10831,LOAD EAZ TRAILER CORPORATION,LOAD EAZ,Trailer,UNITED STATES (USA)
408,15436,AUTOMATIC EQUIPMENT MFG.,KAR-TOTE,Trailer,UNITED STATES (USA)
40B,16079,CHARLES H. BURKETT'S  AUTORAMA,BURKETT'S AUTORAMA,Trailer,UNITED STATES (USA)
40F,15360,TALBERT MANUFACTURING INC.,TALBERT,Trailer,UNITED STATES (USA)
40G,5027,B & T MANUFACTURING DBA  XTREME TRAILER,B & T MANUFACTURING DBA XTREME TRAILER,Trailer,UNITED STATES (USA)
40H,18056,"HITCHCO, INC.","HITCHCO, INC.",Trailer,UNITED STATES (USA)
40K,5193,"CAMP INDUSTRIES, INC",CAMP,Trailer,UNITED STATES (USA)
40L,5732,PACE AMERICAN OF  INDIANA  INC.,PACE AMERICAN,Trailer,UNITED STATES (USA)
40M,4750,"MOBILE TRAVELER, INC.","MOBILE TRAVELER, INC.",Trailer,UNITED STATES (USA)
40N,18135,"CHESSLINE, INC.","CHESSLINE, INC.",Trailer,UNITED STATES (USA)
40R,18218,"BOAT TRAILERS PACIFIC, INC. DBA PACIFIC TRAILERS",PACIFIC TRAILERS,Trailer,UNITED STATES (USA)
40T,17672,KRISS MFG & MACHINE INC,KRISS MFG. & MACHINE,Trailer,UNITED STATES (USA)
40Z,15461,"BILL'S WELDING SHOP, INC  DBA CUSTOM HAULER",CUSTOM HAULER,Trailer,UNITED STATES (USA)
410,4018,CAJUN GEAR,CAJUN GEAR INC,Trailer,UNITED STATES (USA)
41B,17832,MCCULLOUGH TRAILER CORPORATION,MCCULLOUGH TRAILER CORPORATION,Trailer,UNITED STATES (USA)
41C,18059,C.D. SPECTRUM INC.,C.D. SPECTRUM INC.,Trailer,UNITED STATES (USA)
41G,17914,BETHANY WELDING INC.,BETHANY WELDING INC.,Trailer,UNITED STATES (USA)
41S,4734,SUPERIOR COACHES,SUPERIOR COACHES,Truck,UNITED STATES (USA)
41U,17980,DACUS MANUFACTURING INC.,DACUS MANUFACTURING INC.,Trailer,UNITED STATES (USA)
41Y,15733,BEAR TRAILERS,BEAR TRAILER MANUFACTURING,Trailer,UNITED STATES (USA)
41Z,18327,"KUKER INDUSTRIES, INC.",THE KUKER LINE,Trailer,UNITED STATES (USA)
420,4819,"J & J MARINE SERVICES, INC.",J & J MARINE SERVICES,Trailer,UNITED STATES (USA)
421,17704,DOMINION BOATS,"RETRACT-O-CRAFT, INC.",Trailer,UNITED STATES (USA)
428,18077,KAMPLITE MFG. CORP.,KAMPLITE,Trailer,UNITED STATES (USA)
42E,4600,"ECONOLINE TRAILERS, INC.","ECONOLINE TRAILER, INC",Trailer,UNITED STATES (USA)
42F,18328,"WILDWOOD TRAVELER, INC.","WILDWOOD TRAVELER, INC.",Trailer,UNITED STATES (USA)
42K,9642,FOUR WINNS BOATS LLC,FOUR WINNS,Trailer,UNITED STATES (USA)
42N,17933,"MIDWEST TRAILERS OF SIKESTON, INC.","MIDWEST TRAILERS OF SIKESTON, INC.",Trailer,UNITED STATES (USA)
42X,1658,"JDCI ENTERPRISES, INC.",JDCI ENTERPRISES INC.,Trailer,UNITED STATES (USA)
431,1252,"CROSS COUNTRY MFG., INC.",CROSS COUNTRY,Trailer,UNITED STATES (USA)
432,17325,STROMAN INDUSTRIES LLC DBA FALCON TRAILERWORKS,FALCON TRAILERWORKS,Trailer,UNITED STATES (USA)
433,18245,KKM ENTERPRISES,KKM ENTERPRISES,Motorcycle,UNITED STATES (USA)
435,18136,"VANGUARD TRAILER, INC.","VANGUARD TRAILER, INC.",Trailer,UNITED STATES (USA)
438,18004,SIKESTON TRAILER SALES,SIKESTON TRAILER SALES,Trailer,UNITED STATES (USA)
43A,17258,CCG CORPORATION,CCG CORPORATION,Trailer,UNITED STATES (USA)
43C,2036,"CONSULIER INDUSTRIES, INC.",CONSULIER GTP,Passenger Car,UNITED STATES (USA)
43K,18085,"TRAILMASTER, INC.","TRAILMASTER, INC.",Trailer,UNITED STATES (USA)
43M,17056,MONARCH-MCLAREN,MONARCH-MCLAREN,Trailer,UNITED STATES (USA)
43N,18349,"LGS CHASSIS, INC.","LGS CHASSIS, INC.",Incomplete Vehicle,UNITED STATES (USA)
43Z,9978,"U-DUMP TRAILERS, LLC",U-DUMP TRAILERS LLC,Trailer,UNITED STATES (USA)
44F,18248,"EISCHEN MANUFACTURING CO, INC.","EISCHEN MANUFACTURING CO, INC.",Trailer,UNITED STATES (USA)
44K,5575,"HME, INC.",HME,Incomplete Vehicle,UNITED STATES (USA)
44L,11933,"JIM-GLO TRAILERS, LLC","JIM-GLO TRAILERS, TRADING AS JIMGLO TRAILERS",Trailer,UNITED STATES (USA)
44M,17329,"KING'S TRAVELER, INC","KING'S TRAVELER, INC",Trailer,UNITED STATES (USA)
44R,5872,"GLOBE TRAILER MANUFACTURING, INC.",GLOBE TRAILER MANUFACTURING,Trailer,UNITED STATES (USA)
44U,3229,TRAILERS UNLIMITED OF ARLINGTON,TRAILERS UNLIMITED OF ARLINGTON,Trailer,UNITED STATES (USA)
44V,18251,AMERICAN ROAD TRAILERS,AMERICAN ROAD TRAILERS,Trailer,UNITED STATES (USA)
44X,12856,DIVELY MFG CO INC,DIVELY MFG. CO.,Trailer,UNITED STATES (USA)
44Y,15443,METRO FAB INC,METRO FAB INC,Trailer,UNITED STATES (USA)
44Z,18227,C & S TRAILER WORLD,C & S TRAILER WORLD,Trailer,UNITED STATES (USA)
450,17069,ATLAS COPCO,ATLAS COPCO,Trailer,UNITED STATES (USA)
455,4410,ISLAND SERVICES INC. DBA A-1 HITCH AND TRAILER SALES,"A-1 HITCH & TRAILER SALES, INC.",Trailer,UNITED STATES (USA)
456,11228,WOOD-MIZER PRODUCTS INC,"WOOD-MIZER PRODUCTS, INC.",Trailer,UNITED STATES (USA)
458,22194,ARKANSAS BOATS LLC,ARKANSAS BOATS LLC,Trailer,UNITED STATES (USA)
459034,9907,"SPEED AND CUSTOM ENTERPRISES,LLC",,Motorcycle,UNITED KINGDOM (UK)
45D,17848,"SUPERTRAIL MANUFACTURING CO., INC.","SUPERTRAIL MANUFACTURING CO., INC.",Trailer,UNITED STATES (USA)
45E,2094,AMERICAN TRAVEL SYSTEMS INC.,"AMERICAN TRAVEL SYSTEMS, INC.",Trailer,UNITED STATES (USA)
45G,18336,L & L MANUFACTURING,L & L MANUFACTURING,Trailer,UNITED STATES (USA)
45J,1853,"J.Q. TEX, INC.",TRAILMASTER/VANGUARD,Trailer,UNITED STATES (USA)
45L,10944,SEALION METAL FABRICATORS,SEALION METAL FABRICATORS,Trailer,UNITED STATES (USA)
45S,17839,"SCOTTSMAN MANUFACTURING CO., INC.","SCOTTSMAN MANUFACTURING CO., INC.",Trailer,UNITED STATES (USA)
45T,17859,"TOM'S TRAILERS, INC.","TOM'S TRAILERS, INC.",Trailer,UNITED STATES (USA)
45V,7099,UTILIMASTER CORPORATION,UTILIMASTER MOTOR CORPORATION,Truck,UNITED STATES (USA)
45W,7099,UTILIMASTER CORPORATION,UTILIMASTER MOTOR CORPORATION,Incomplete Vehicle,UNITED STATES (USA)
45Z,7436,AIRSTREAM INC.,AIRSTREAM INC.,Trailer,UNITED STATES (USA)
465,17733,ROBERTS METAL MANUFACTURING COMPANY,ROBERTS METAL MANUFACTURING COMPANY,Trailer,UNITED STATES (USA)
467,17837,CARGO PLUS,CARGO PLUS,Trailer,UNITED STATES (USA)
468,18048,SPIRIT TRAILER MFG.,SPIRIT TRAILER MFG.,Trailer,UNITED STATES (USA)
46E,5498,EAZ-LIFT SPRING CORPORATION,EAZ-LIFT SPRING CORPORATION,Trailer,UNITED STATES (USA)
46F,18351,VIRONEX OF ILLINOIS INC.,VIRONEX OF ILLINOIS INC.,Incomplete Vehicle,UNITED STATES (USA)
46G,1118,GILLIG LLC,GILLIG,Incomplete Vehicle,UNITED STATES (USA)
46P,17734,PERRY'S MANUFACTURING COMPANY,PERRY'S MANUFACTURING COMPANY,Trailer,UNITED STATES (USA)
46U,16231,"ROADCLIPPER ENTERPRISES, INC.","DIAMOND C TRAILER MFG., ROADCLIPPER ENTERPRISES, INC.",Trailer,UNITED STATES (USA)
46V,17725,"TRANS NATIONAL TRAILERS, INC. T.N.T.","TRANS NATIONAL TRAILERS, INC.",Trailer,UNITED STATES (USA)
46X,17884,"RHEA'S TRAILER SALES, INC.","RHEA'S TRAILER SALES, INC.",Trailer,UNITED STATES (USA)
46Y,11258,"WESTERN WORLD, INC.","WESTERN WORLD, INC.",Trailer,UNITED STATES (USA)
472,17724,"EVANS STEEL FABRICATIONS, INC.","EVANS STEEL FABRICATIONS, INC.",Trailer,UNITED STATES (USA)
473,1290,"CRONKHITE INDUSTRIES, INC.",CRONKHITE INDUSTRIES,Trailer,UNITED STATES (USA)
475,3113,PARKWOOD HOMES,"PARKWOOD HOMES, INC.",Trailer,UNITED STATES (USA)
478,988,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Motorcycle,UNITED STATES (USA)
47C,11811,DUTCHMEN MANUFACTURING INC.,DUTCHMEN MANUFACTURING,Trailer,UNITED STATES (USA)
47E,17740,"RODCO MANUFACTURING, INC.",RODCO MANUFACTURING INCORPORATED,Trailer,UNITED STATES (USA)
47G,11315,VENTURE TRAILERS INC.,VENTURE TRAILERS,Trailer,UNITED STATES (USA)
47K,18339,PULL PROVEN PRODUCTS,PULL PROVEN PRODUCTS,Trailer,UNITED STATES (USA)
47M,17769,TRAILER ENGINEERING CO.,TRAILER ENGINEERING CO.,Trailer,UNITED STATES (USA)
47N,18298,"TRAILER COMPONENTS OF FLORIDA, INC.","TRAILER COMPONENTS OF FLORIDA, INC.",Trailer,UNITED STATES (USA)
47S,12368,"REDI-HAUL TRAILERS, INC.",REDI-HAUL,Trailer,UNITED STATES (USA)
47T,18291,CROSSROADS INDUSTRIES,CROSSROADS INDUSTRIES,Trailer,UNITED STATES (USA)
47X,18020,GOLDEN EAGLE TRAILER MANUFACTURING & WELDING WORKS,GOLDEN EAGLE TRAILER MANUFACTURING & WELDING WORKS,Trailer,UNITED STATES (USA)
47Y,2149,"EMPIRE RV'S, INC.",EMPIRE RV'S INC.,Trailer,UNITED STATES (USA)
47Z,1490,PACE AMERICAN OF TEXAS INC.,PACE AMERICAN,Trailer,UNITED STATES (USA)
480,2496,STERLING TRUCKS (DAIMLER DIVISION),STERLING TRUCK,Truck,UNITED STATES (USA)
483,17743,"T&L MANUFACTURING CO., INC. TOW DOLLIE DIVISION","T&L MANUFACTURING CO., INC.",Trailer,UNITED STATES (USA)
486,17737,"THE BEEVERS, INC.","THE BEEVERS, INC.",Trailer,UNITED STATES (USA)
487,18312,POSEY LUMBER & MFG.,POSEY LUMBER & MFG.,Trailer,UNITED STATES (USA)
48A,17850,SUPERIOR ALUMINUM TRAILER MFG.,SUPERIOR ALUMINUM TRAILER MFG.,Trailer,UNITED STATES (USA)
48B,9389,"UNITED EXPRESS LINE, INC.",UNITED EXPRESSLINE,Trailer,UNITED STATES (USA)
48D,17489,"STROKER CYCLES, INC",STROKER CYCLES INC,Motorcycle,UNITED STATES (USA)
48E,18299,"TRI-QUEST, INC.","TRI-QUEST, INC.",Trailer,UNITED STATES (USA)
48G,10106,KISER WELDING,KISER WELDING,Trailer,UNITED STATES (USA)
48K,5377,"HORNET INDUSTRIES, INC.","HORNET INDUSTRIES, INC.",Trailer,UNITED STATES (USA)
48L,12995,"COMPUTER DESIGNED CHASSIS, INC.",COMPUTER DESIGNED CHASSIS INC.,Incomplete Vehicle,UNITED STATES (USA)
48M,17318,"BUILT-RITE TRAILERS, INC","BUILT-RITE TRAILERS, INC",Trailer,UNITED STATES (USA)
48S,5794,TRANSI-CORP,TRANSI-CORP,Incomplete Vehicle,UNITED STATES (USA)
48X,10839,"TRAVIS BODY & TRAILER, INC.","TRAVIS BODY & TRAILER, INC.",Trailer,UNITED STATES (USA)
48Z,5466,GARDEN STATE CHASSIS REMANUFACTURING INC,GARDEN STATE CHASSIS REMANUFACTURING INC,Trailer,UNITED STATES (USA)
491,18311,"GILPIN'S WELDING & MACHINE WORKS, INC.","GILPIN'S WELDING & MACHINE WORKS, INC.",Trailer,UNITED STATES (USA)
492,23853,MEB TRAILER SALES,MEB TRAILER SALES,Trailer,UNITED STATES (USA)
493,18358,CIRCLE H TRAILER COMPANY,CIRCLE H TRAILER COMPANY,Trailer,UNITED STATES (USA)
495,17335,"AGA GAS CENTRAL, INC","AGA GAS CENTRAL, INC",Trailer,UNITED STATES (USA)
49D,17749,WTM COMMUNICATIONS,WTM COMMUNICATIONS,Trailer,UNITED STATES (USA)
49E,10600,SKYLINE CORPORATION,SKYLINE CORPORATION,Trailer,UNITED STATES (USA)
49G,2997,"POLY-JOHN INTERNATIONAL CORP., TRAILER DIVISION","TECHNICAL MOBILE STRUCTURES, INC.",Trailer,UNITED STATES (USA)
49H,2496,STERLING TRUCKS (DAIMLER DIVISION),STERLING TRUCK,Truck,UNITED STATES (USA)
49K,17785,BUSHTEE MANUFACTURING & SALES INC.,BUSHTEE MANUFACTURING & SALES INC.,Trailer,UNITED STATES (USA)
49M,4618,MORITZ INTERNATIONAL INC.,MORITZ INC.,Trailer,UNITED STATES (USA)
49S,16019,"TRAILS WEST MANUFACTURING OF IDAHO, INC.",TRAILS WEST MANUFACTURING,Trailer,UNITED STATES (USA)
49T,3943,"CONTRACT MANUFACTURER, LLC",CM,Trailer,UNITED STATES (USA)
49Y,17267,MATHEWS MECHANICAL CONTRACTORS,MATHEWS MECHANICAL CONTRACTORS INC,Trailer,UNITED STATES (USA)
49Z,16765,QUALITY PRODUCTS,QUALITY PRODUCTS,Trailer,UNITED STATES (USA)
4A0,4507,NEAL MANUFACTURING COMPANY INC,NEAL MANUFACTURING,Trailer,UNITED STATES (USA)
4A2,5943,"M.H. EBY, INC.","M.H. EBY, INC",Trailer,UNITED STATES (USA)
4A3,1054,MITSUBISHI MOTORS NORTH AMERICA,MITSUBISHI,Passenger Car,UNITED STATES (USA)
4A4,1054,MITSUBISHI MOTORS NORTH AMERICA,MITSUBISHI,Multipurpose Passenger Vehicle (MPV),UNITED STATES (USA)
4A5,19081,CLARION MOTORS CORP,CLARION MOTORS CORP.,Trailer,UNITED STATES (USA)
4A6,16945,SAN DIEGO CUSTOM TRAILER & LIQUID TANK MFG.,SAN DIEGO CUSTOM TRAILER & LIQUID TANK MFG.,Trailer,UNITED STATES (USA)
4A7,17800,TWO-K MANUFACTURING,TWO-K MANUFACTURING,Trailer,UNITED STATES (USA)
4A8,17801,K & W LOAD STAR,K & W LOAD STAR,Trailer,UNITED STATES (USA)
4A9003,13787,ABLE INDUSTRIES,,Trailer,UNITED STATES (USA)
4A9007,13567,"ARMADILLO CAMPER KITS, INC.",,Trailer,UNITED STATES (USA)
4A9008,13644,ADVANCED TRAILER SOLUTIONS INC.,,Trailer,UNITED STATES (USA)
4A9009,15969,"ADVANCED TECHNOLOGY AUTOMOTIVE COMPANY, LLC.",,Motorcycle,UNITED STATES (USA)
4A9010,13848,AA MUFFLER AND WELDING LLC,,Trailer,UNITED STATES (USA)
4A9012,13912,AMAR MOTOR DEVELOPMENT,,Truck,UNITED STATES (USA)
